Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HDFS-15363,13305935,BlockPlacementPolicyWithNodeGroup should validate if it is initialized by NetworkTopologyWithNodeGroup,hemanthboyina,hemanthboyina,Major,Resolved,Fixed,19/May/20 13:56,10/Jun/21 07:44,
Bug,HDFS-15386,13309326,ReplicaNotFoundException keeps happening in DN after removing multiple DN's data directories,brfrn169,brfrn169,Major,Resolved,Fixed,04/Jun/20 02:52,10/Jun/21 07:44,
Bug,HDFS-15915,13367112,Race condition with async edits logging due to updating txId outside of the namesystem log,shv,shv,Major,Resolved,Fixed,23/Mar/21 22:09,10/Jun/21 07:44,
Bug,HDFS-14852,13257359,Removing from LowRedundancyBlocks does not remove the block from all queues,ferhui,ferhui,Major,Resolved,Fixed,18/Sep/19 11:55,10/Jun/21 07:44,
Bug,HDFS-15538,13324175,Fix the documentation for dfs.namenode.replication.max-streams in hdfs-default.xml,risyomei,risyomei,Major,Resolved,Fixed,24/Aug/20 01:58,10/Jun/21 07:44,
Bug,HDFS-15725,13345353,Lease Recovery never completes for a committed block which the DNs never finalize,sodonnell,sodonnell,Major,Resolved,Fixed,10/Dec/20 17:57,10/Jun/21 07:44,
Bug,HDFS-15210,13290058,EC : File write hanged when DN is shutdown by admin command.,surendralilhore,surendralilhore,Major,Resolved,Fixed,06/Mar/20 12:40,10/Jun/21 07:44,
Bug,HDFS-15622,13334665,Deleted blocks linger in the replications queue,ahussein,ahussein,Major,Resolved,Fixed,09/Oct/20 14:36,10/Jun/21 07:44,
Bug,HDFS-15270,13297654,Account for *env == NULL in hdfsThreadDestructor,babsingh,babsingh,Major,Resolved,Fixed,10/Apr/20 17:31,10/Jun/21 07:44,
Bug,HDFS-15779,13352956,EC: fix NPE caused by StripedWriter.clearBuffers during reconstruct block,wanghongbing,wanghongbing,Major,Resolved,Fixed,18/Jan/21 03:53,10/Jun/21 07:44,
Bug,HDFS-14941,13265150,Potential editlog race condition can cause corrupted file,vagarychen,vagarychen,Major,Resolved,Fixed,29/Oct/19 23:38,10/Jun/21 07:43,
Bug,HDFS-15403,13310459,NPE in FileIoProvider#transferToSocketFully,hemanthboyina,hemanthboyina,Major,Resolved,Fixed,09/Jun/20 18:54,10/Jun/21 07:43,
Bug,HDFS-15900,13365730,RBF: empty blockpool id on dfsrouter caused by UNAVAILABLE NameNode,hdaikoku,hdaikoku,Major,Resolved,Fixed,17/Mar/21 07:13,10/Jun/21 07:43,
Bug,HDFS-15339,13303253,TestHDFSCLI fails for user names with the dot/dash character,yanxl,yanxl,Major,Resolved,Fixed,07/May/20 02:39,10/Jun/21 07:43,
Bug,HDFS-15439,13313489,Setting dfs.mover.retry.max.attempts to negative value will retry forever.,AMC-team,AMC-team,Major,Resolved,Fixed,25/Jun/20 17:28,10/Jun/21 07:43,
Bug,HDFS-14498,13233886,LeaseManager can loop forever on the file for which create has failed ,sodonnell,sershe,Major,Resolved,Fixed,17/May/19 01:11,10/Jun/21 07:43,
Bug,HDFS-15250,13295071,Setting `dfs.client.use.datanode.hostname` to true can crash the system because of unhandled UnresolvedAddressException,ctest.team,ctest.team,Major,Resolved,Fixed,30/Mar/20 19:01,10/Jun/21 07:43,
Bug,HDFS-15378,13308103,TestReconstructStripedFile#testErasureCodingWorkerXmitsWeight is failing on trunk,hemanthboyina,hemanthboyina,Major,Resolved,Fixed,28/May/20 17:04,10/Jun/21 07:43,
Bug,HDFS-15438,13313481,Setting dfs.disk.balancer.max.disk.errors = 0 will fail the block copy,AMC-team,AMC-team,Major,Resolved,Fixed,25/Jun/20 16:37,10/Jun/21 07:43,
Bug,HDFS-15916,13367163,DistCp: Backward compatibility: Distcp fails from Hadoop 3 to Hadoop 2 for snapshotdiff,ayushtkn,smajeti,Major,Resolved,Fixed,24/Mar/21 07:03,09/Jun/21 02:34,
Bug,HDFS-16050,13381222,Some dynamometer tests fail,aajisaka,aajisaka,Major,Resolved,Fixed,31/May/21 07:24,07/Jun/21 06:21,
Bug,HDFS-15998,13375202,Fix NullPointException In listOpenFiles,haiyang Hu,haiyang Hu,Major,Resolved,Fixed,27/Apr/21 03:36,01/Jun/21 13:46,
Bug,HDFS-16046,13380887,TestBalanceProcedureScheduler and TestDistCpProcedure timeout,aajisaka,aajisaka,Major,Resolved,Fixed,28/May/21 01:48,29/May/21 14:05,
Bug,HDFS-14849,13256713,Erasure Coding: the internal block is replicated many times when datanode is decommissioning,marvelrock,marvelrock,Major,Resolved,Fixed,15/Sep/19 03:29,26/May/21 10:24,
Bug,HDFS-16031,13379342,Possible Resource Leak in org.apache.hadoop.hdfs.server.aliasmap#InMemoryAliasMap,NargesShadab,NargesShadab,Major,Resolved,Fixed,19/May/21 18:38,26/May/21 05:50,
Bug,HDFS-15545,13324931,(S)Webhdfs will not use updated delegation tokens available in the ugi after the old ones expire,ibuenros,ibuenros,Major,Resolved,Fixed,27/Aug/20 23:23,24/May/21 02:59,
Bug,HDFS-15660,13337627,StorageTypeProto is not compatiable between 3.x and 2.6,jianliang.wu,jianliang.wu,Major,Resolved,Fixed,28/Oct/20 10:03,24/May/21 02:53,
Bug,HDFS-15148,13281825,dfs.namenode.send.qop.enabled should not apply to primary NN port,vagarychen,vagarychen,Major,Resolved,Fixed,28/Jan/20 00:20,17/May/21 04:25,
Bug,HDFS-15988,13373039,Stabilise HDFS Pre-Commit,ayushtkn,ayushtkn,Major,Resolved,Fixed,16/Apr/21 14:20,15/May/21 19:16,
Bug,HDFS-14986,13268007,ReplicaCachingGetSpaceUsed throws  ConcurrentModificationException,Aiphag0,jianliang.wu,Major,Resolved,Fixed,13/Nov/19 12:02,07/May/21 13:14,
Bug,HDFS-15810,13355952,RBF: RBFMetrics's TotalCapacity out of bounds,fengnanli,weisonwei,Major,Resolved,Fixed,01/Feb/21 13:55,03/May/21 15:30,
Bug,HDFS-15561,13326455,RBF: Fix NullPointException when start dfsrouter,fengnanli,lamberken,Major,Resolved,Fixed,08/Sep/20 12:03,29/Apr/21 13:17,
